CITIZENS' CLINIC,BEINOMUGISHA JOSEPHAT BYARUGABA,DR MAKUMBI KABANDA TIMOTHY,BBIRA BULENGA,,,WAKISO,,,,
CITY FAMILY MEDICAL CENTRE,KYATEREKERA RONALD,DR NANGAMBA RONALD,KIBULI,,MAKINDYE,KAMPALA,,,,
CITY MEDICAL CENTRE,MPORA ENOS K.,DR MPORA ENOS K,BAHAI,,KAWEMPE,KAMPALA,,,,
CITY MEDICAL CENTRE  BUKOTO,CITY MEDICALS LTD,DR BYARUGABA HANNINGTON JONNY,KAGETI,,NYAKASHASHARA,KIRUHURA,,,,
"CITY MEDICAL CENTRE,MPERERWE",ALIBUSA SEDDIE,DR ALIBUSA SEDDIE,BUSEGA,,RUBAGA,KAMPALA,,,,
CITY MEDICALS LIMITED,BYARUGABA HANNINGTON,DR BYARUGABA HANNINGTON,"12, LUWUM STREET",,CENTRAL,KAMPALA,,,,
CITY SIDE CLINIC,AMUGE BRENDA,DR ORIOKOT LORRAINE,01 KIWANA RD,,NAKAWA,KAMPALA,,,,
CITY SQUARE HEALTH CENTRE,AAR HEALTH SERVICES UGANDA LTD,DR SERUBIDDE KAKYAMA ZACHARY,,,,,MPERERWE,KAWEMPE,,KAMPALA
CLARA SKIN CLINIC,KAWUMA SSEKAMATE JOSEPH HERMAN,DR KAWUMA SSEKAMATE JOSEPH HERMAN,"1,KIWANA CLOSE",,NAKAWA,KAMPALA,,,,
CLASSIC MEDICAL CENTRE,MASEMBE SEZALIO,DR MASEMBE SEZALIO,OPP. MARIESTOPES NAMUGONGO,,MAKINDYE,KAMPALA,,,,
CLEMENT HILL HEALTH CENTRE,AAR,DR SERUBIDDE KAKYAMA ZACHARY,"4, NILE AVENUE",,CENTRAL,KAMPALA,,,,
CLINIC AFRICA MEDICAL CENTRE,CLINIC AFRICA,DR ISABIRYE ROBERT,"546,KANSANGA",,MAKINDYE,KAMPALA,,,,
CLINIC AFRICA MEDICAL CENTRE,MBABALI ELIZABETH,DR BYABAGAMBI JOHN BEKIITA,NTUNGAMO,,EASTERN DIVISION,NTUNGAMO,,,,
CLINIC CENTRE,G.E. WELISHE,DR WELISHE GEORGE E,"7/9, CLEMENT HILL",,CENTRAL,KAMPALA,,,,
CLINIC CENTRE KAGADI,KAKIBOGO MWESIGE I,DR KWIKIRIZA MAGAMBO,,,,,KAJJANSI,SSISA,BUSIRO SOUTH,WAKISO
CLINIC CENTRE KYATEREKERA,KAKIBOGO MWESIGYE,DR KAKIBOGO MWESIGYE,KASHESHE,,KASHUMBA,ISINGIRO,,,,
CLINIC HEALTH CARE LIMITED,CLINIX HEALTH CARE LIMITED,DR ANGUZU RONALD,"21, BAZAR",CENTRAL,WESTERN,TORORO,,,,
CLINIX HEALTH CARE,CLINIX HEALTH CARE LIMITED,DR SHIRAZI ABDUL RAHIM,,,,,KAGADI,KAGADI,BUYAGA,KIBAALE
"CLINIX HEALTH CARE,JINJA",CLINIX HEALTH CARE LIMITED,DR ANGUZU RONALD,KYATEREKERA,,KYATEREKERA,KIBAALE,,,,
CLINIX HEALTHCARE LIMITED,CLINIX HEALTHCARE LIMITED,DR OTUCU BERNARD,RAILWAY STATION,,MUNICIPALITY,TORORO,,,,
CNAPSIS LABORATORY & CLINICAL SERVICES,CNAPSIS,DR TERENCE OKELLO,"45,VILLA PARK,MUKWANO RD",,CENTRAL,KAMPALA,,,,
CODE CLINIC,MUGABE STEVEN,DR MUGABE STEVEN,RAILWAY STATION,,MUNICIPALITY,JINJA,,,,
COMBINED CARE CLINIC,OTIM RONALD,DR OLWA FRANCIS,"252, MENGO",,RUBAGA,KAMPALA,,,,
COMBONI HOSPITAL KYAMUHUNGA,UCMB,DHO,"10, DOKOLO ROAD",,MUNICIPALITY,LIRA,,,,
COMBONI SAMARITAN OF GULU HEALTH CENTRE II,COMBONI SAMARITAN OF GULU,DHO,"35,KENNETH DALE DRIVE",,CENTRAL,KAMPALA,,,,
COMFORT HOME CARE CLINIC,MWESIGA EMMANUEL BAMBAZA,DR MWESIGA EMMANUEL BAMBAZA,"40-46, BEN KIWANUKA STREET",,CENTRAL,KAMPALA,,,,
COMFORT MEDICAL CLINIC,NANTONGO BETTY,DR MUJABI J.F.B.,,,,,RYAMAGOMA,KYAMUHUNGA,IGARA WEST,BUSHENYI
COMMMUNITY HEALTH PLAN UGANDA,COMMUNITY HEALTH PLAN UGANDA,DR NSABIYUMVA STEPHEN,,,,,LAYIBI,OMORO,,GULU
COMMUNITY BASED CLINIC-UGANDA,AKENA O. WILFRED & OLOYA THOMAS G.,DR AKENA OWOT WILFRED,NAKULABYE,,LUBAGA,KAMPALA,,,,
COMMUNITY CARE CLINIC,MUGISHA FRANCIS,DR NANKINGA AIDAH,,,,,KILOKOLE,NABWERU,KAWEMPE,KAMPALA
COMMUNITY CARE MEDICAL SERVICES,COMMUNITY CARE UGANDA LIMITED,DR ONGARIA JOSEPH,JINJA KAROLI RD,,KYADONDO NORTH,WAKISO,,,,
COMMUNITY CLINIC,FLORENCE ODONGO (MRS),DR NAM RICHARD,BUKASA,,MAKINDYE,KAMPALA,,,,
COMMUNITY CLINIC & IMAGING CENTRE,OPIO JAMES,DR OPIO JAMES,KABWOHE-ITENDERO,,,BUSHENYI,,,,
COMMUNITY CLINIC & LABORATORY LIMITED,DR LUWEMBA MATHIAS,DR LUWEMBA MATHIAS,"23,MUKONGORO ROAD",,NGORA TOWN COUNCIL,NGORA,,,,
COMMUNITY CLINIC AND IMAGING CENTRE,OPIO JAMES,DR OPIO JAMES,"16, NOTE BER RD",,MUNICIPALITY,LIRA,,,,
COMMUNITY DOCTORS CLINIC,TURYAGWINE JOHN,DR BYARUHANGA CRESCENT,"5,OGANO ROAD, KUMI",,,KUMI,,,,
COMMUNITY HEALTH CENTER BUSABAALA,VOHAH,DR NAMWANJA PAUL,WABIGALO,,MAKINDYE,KAMPALA,,,,
COMMUNITY HEALTH CENTRE,COMMUNITY HEALTH PLAN-UGANDA,DHO,"63A,GWERI ROAD",,EAST DIVISION,SOROTI,,,,
COMMUNITY HEALTH CENTRE,UGANDA ORTHODOX CHURCH,DR NYAKOOJO E P,MASINDI,,MASINDI MUNICIPALITY,MASINDI,,,,
COMMUNITY HEALTH CENTRE KALIRO,COMMUNITY HEALTH PLAN UGANDA,DR KASUJJA ASUMAN,BUSABAALA,,SABAGABO-MAKINDYE,WAKISO,,,,
COMMUNITY HEALTH CENTRE-KIBUKU,COMMUNITY HEALTH PLAN UGANDA,DR KASUJJA ASUMAN,JINJA KAROLI ROAD,NANSANA TOWN COUNCIL,KAWEMPE,WAKISO,,,,
COMMUNITY HEALTH CLINIC,NAMUTEBI SARAH,DR TUMWEBAZE ANITA KIIZA,,,,,NGOMBE,BUSORO,BURAHYA,KABAROLE
COMMUNITY HEALTH SERVICES,KIGONGO FRANCIS,DR KIGONGO FRANCIS,,,,,KALIRO,KALIRO TOWN COUNCIL,,KALIRO
COMMUNITY HEALTHCARE CENTRE,WHOLISTIC DEVELOPMENT INITIATIVE FOR ALL,DR ONEN JULIUS,"KIBUKU,TIRINYI ROAD",,KIBUKU,KIBUKU,,,,
COMMUNITY MEDICAL CENTER,MADEWO GEOFFREY,DR MADEWO GEOFFREY,SSISA,,WAKISO,WAKISO,,,,
COMMUNITY MEDICAL CENTRE,MATSIKO GAD,DR MATSIKO GAD,"4-5,THOSOR RD",,MITYANA TOWN COUNCIL,MITYANA,,,,
COMPANION CLINIC,MBARACK KHALFAN,DR MBARACK KHALFAN,"18-20, PADER",,TOWN COUCIL,PADER,,,,
COMPREHENSIVE REHABILITATION SERVICES IN UGANDA,COMPREHENSIVE REHABILITATION SERV.IN UG.,DR SARAH HODGES,"3, BUSOGA LANE",,MUNICIPALITY,MBALE,,,,
CONCERN HEALTH CLINIC,NAMUYOMBA NSAMBA JUDITH,DR ANGUZU RONALD,"47, FORT PORTAL RD",,MUNICIPALITY,MBARARA,,,,
CONCERN HEALTH SERVICES,MPAIRWE MOSES,DR KYAKULAGA KAYEMBA MOSES,WADRIF ROAD,,ARUA MUNICIPALITY,ARUA,,,,
CONERSTONE SURGERY,DR NAKKAZI MATILDA,DR KWEYAMBA VIANNEY,,,,,"125, KISUBI",KATABI,,WAKISO
CONFORT MEDICAL CENTRE,KASIBANTE DEOGRATIUS,DR.KASIBANTE DEOGRATIUS,KANSANGA NEAR KANSANGA MKT,,MAKINDYE,KAMPALA,,,,
CONSULT CARE MEDICAL LABORATORY SERVICES,ATWINE DIANA,DR ATWINE DIANA,NAKULABYE,,CENTRAL,KAMPALA,,,,
CORHI MEDICAL CENTRE,COMMUNITY REPRODUCTIVE HEALTH INITIATIVE,DR LUBEGA GLORIA,KYEBANDO,,KAWEMPE,KAMPALA,,,,
COUNTRY SIDE HEALTH UNIT,NDIMWATULIRA EDITH,DR MUZIRA MUGUMIRA DAVID,,,KIIRA T.C,WAKISO,,,,
COVECO CLINIC,THE COMMUNITY BASED VECTOR CONTROL ORG.,DR OKUMU C DAVID,"30, KIIRA ROAD",,NAKAWA,KAMPALA,,,,
COWE HEALTH CARE,COWE LTD,DR NANKINGA AIDAH,NAKULABYE,,RUBAGA,KAMPALA,,,,
"COWE HEALTH CARE, KANONI",COWE LTD,DR NANKINGA AIDAH,,,,,KAVULE B ZONE,NAMASAGALI,,KAMULI
COWE HEALTH CENTRE,COWE LTD,DR KAZIBWE KATO SAMUEL RICHARD,"5, BUSIA RD",BUSIA RD.,,TORORO,,,,
COWESER BULAGA,COWESER UGANDA COMMUNITY WELFARE SERVICE,DR LWANGA HERBERT,,,,,KABWOHE,ITENDERO,,BUSYENYI
COWESER MEDICAL CENTER,COMMUNITY WELFARE SERVICESIN UGANDA,DR LWANGA HERBERT,,,,,KANONI,KANONI,,KIRUHURA
COWESER MEDICAL CENTRE-KAMENYAMIGO,COMMUNITY WELFARE SERVICES (COWESER),DR LWANGA NAAMA H W,,,,,KAKOBA,,,MBARARA
CPAU-RURAL MEDICAL CENTRE,COMMUNITY POVERTY ALLEVIATION UGANDA,DHO,BILAGA,,MITYANA,WAKISO,,,,
CRANE HEALTH SERVICES LIMITED,CRANE HEALTH SERVICES LIMITED,DR KAGAWA MICHEAL,KABOWA,,RUBAGA,KAMPALA,,,,
CRANE HEALTH SERVICES LIMITED,CRANE HEALTH SERVICES LIMITED,DR MUKOSE AGGREY DAVID,,,,,KAMENYAMUGO,KINGO,BUKOTO,MASAKA
CRANMEDIC MEDICAL SERVICES,BIRABWA HARRIET,DR WANANDA SAMSON PANDE,KAKUMIRO,,NKOOKO,KIBAALE,,,,
CRESCENT MEDICAL CENTRE,ISLAMIC INSTITUTE,DR ABDULLA HAMED MOHAMED,"47,KAMPALA ROAD",,CENTRAL,KAMPALA,,,,
CRESENT HILLS HEALTH SERVICES,CRESENT HILLS HEALTH SERVICES LTD,DDR LUBEGA ABUBAKAR,,,,,KYENGERA,NSANGI,BUSIRO EAST,WAKISO
CREST HILL MEDICAL CENTRE,TUSHABE ANNET,DR KAFUKO SAMUEL PATRICK,MPIGI,,,MPIGI,,,,
CRETICO MEDICAL CENTRE,LOUM STEPHEN,DR LWANGA HERBERT,"NALUFENYA ROAD, JINJ",NALUFENYA,MPUMUDDE,JINJA,,,,
CRISAM MEDICAL SERVICES,LUBULWA SAM,DR LUBULWA SAM,BWAISE,,KAWEMPE,KAMPALA,,,,
CRISTA CLINIC,BIRYABAREMA CHRISTINE,DR BIRYABAREMA CHRISTINE,MUKALA ZONE,,KAWEMPE,KAMPALA,,,,
CRO CLINIC,CHILD RESTORATION OUTREACH MBALE,DR OLUPOT PETER,,,,,BULENGA TRADING CENTRE,WAKISO,,WAKISO
CROWN MEDICAL CENTRE,"CROWN MEDICAL CENTRE, NTINDA",DR RUHWEZA MARTIN,OLD KIIRA RD,,KAMWOKYA,KAMPALA,,,,
CRUSADER CLINIC,MASABA JOHN PETER MASETTE,DR MASABA JOHN PETER MASETTE,"16A, GEORGE STREET",NAKASERO,CENTRAL,KAMPALA,,,,
CSI MEDICAL CENTRE,NSUBUGA TUCKER,DR INGABIRE PROSSY,"15/17,BISHOP WASIKYE ROAD",,MBALE MUNICIPALITY,MBALE,,,,
CURE CHILDREN'S HOSPITAL OF UGANDA,UPMB (CURE INTERNATIONAL),DR SSENYONGA PETER KATO,"7, NTINDA",,NAKAWA,KAMPALA,,,,
CURE DAY MEDICALS AND DIAGNOSTICS,DR NABUNNYA JOSEPHINE CAROL,DR NABUNNYA JOSEPHINE CAROL,"1/3, MANAFA RD",,INDUSTRIAL,MBALE,,,,
CURE MEDICAL CENTRE,KWITIRANA ANGELLA,DR TURYABIRIRA ZEPHLINE,KINAWATAKA ROAD KIREKA D,,KIRA,WAKISO,,,,
CURE MEDICAL CENTRE,MUTABAZI SHARIF,DR MUGADU JAIRUS,"95-105, BUGWERE",,MUNICIPALITY,MBALE,,,,
CURE MEDICAL CENTRE,NABBINGO MEDICAL CENTRE LIMITED,DR MUGABI DAVID,TTULA ROAD,,KAWEMPE,KAMPALA,,,,
CURE MEDICARE (NYENDO),MUSIIGE ADRIAN,DR MUSIIGE ADRIAN,,,,,LUTETE-GAYAZA RD,NANGABO,,WAKISO
CUWA MEDICALS UGANDA,DR MAGALA JOSEPH,DR SUUNA MICHEAL,ISHAKA,,ISHAKA,BUSHENYI,,,,
D & B CLINIC,KAMULINDWA ANNET,DR MUSINGUZI PATRICK RWAHWIRE,NKOKONJERU TOWN COUNCIL,,NSANGI,WAKISO,,,,
D & B FAMILY CLINIC,MPANGA,DR MUSINGUZI PATRICK RWAHWIRE,NYENDO,SSENYANGE,SSENYANGE,MASAKA,,,,
D&B FAMILY CLINIC,NTEKANIZA BRIDGET,DR MUSINGUZI PATRICK RWAHWIRE,MUBENDE,,KIGAGA,MUBENDE,,,,
D.M CLINIC,,DR OJULONG JULIUS,LUSAKA,,MAKINDYE,KAMPALA,,,,
DABANI HEALTH CENTRE IV,UCMB,DHO,,,,,NABISAALU,MAKINDYE,KYADONDO,KAMPALA
DACOSA FAMILY CLINIC,NABAYENGO NOELINE,DR KITYO ALPHONSUS,LUSAKA,,MAKINDYE,KAMPALA,,,,
DAG CLINIC,MWIMA GERALD AARON,DR MWIMA GERALD AARON,BUKASA RD,LUZIRA-KILOMBE,NAKAWA,KAMPALA,,,,
DAGGY'S CLINIC,KALEMA HADIJAH,MUSOKE HERMAN SSEWGUDDE,,,,,DABANI,SAMIA BUGWE,SAMIA BUGWE,BUSIA
DAK MEDICAL CLINIC,KASUMBA DAVID,DR KASUMBA DAVID,SEETA,,MUKONO MUNICIPALITY,MUKONO,,,,
DALON MEDICAL CENTRE,"KAMYA DANIEL, YIGA JOHN",DR YIGA JOHN,,,,,BUGEMBE,MAFUBIRA,BUTEMBE,JINJA
DANIEL K MEDICAL CENTRE,COMMUNITY BASED ORGANISATION(CBO),DHO,KIWATULE RD,NAKAWA,KAMPALA,KAMPALA,,,,
DANIEL'S HEALTHCARE CLINIC,KIWANUKA JAMES,DR KIWANUKA JAMES M,,,,,KIREKA,KIRA,KIRA,WAKISO
DAUGHTERS OF MARY BWANDA HEALTH CENTRE,UCMB,DHO,NATTETE,,LUBAGA,KAMPALA,,,,
DDAMULIRA MEDICAL CENTRE,YIGA IVAN,DR SESSANGA ARTHUR,,,,,KAGONGI,RUGARAMA,,NTUNGAMO
DDAMULIRA'S CLINIC,DDAMULIRA REGINA,DR DDAMULIRA REGINA,,,,,BWEYOGERERE,KIIRA,KYADONDO,WAKISO
DDEMBE CLINIC,NALUSIBA JUDITH DDEMBE,DR MABAALE JOHN,,,,,BWANDA,KALIIRO,KALUNGU,KALUNGU
DDEMBE CLINIC NATEETE,NAMATA SYLVIA,DR KALIIKA PATRICK,CATHEDRAL RD,,NYENDO-SSENYANGE,MASAKA,,,,
DDEMBE HEALTH CLINIC,DDEMBE JUDITH,DR MABAALE JOHN,NEW TAXI PARK,,CENTRAL,KAMPALA,,,,
DEBBY HEALTH UNIT,MUTASIGA REBECCA KIZITO BAYIGGA,DR KIWEEWA RONALD,"42, GABA RD",KABALAGALA,MAKINDYE,KAMPALA,,,,
DEKAR MEDICAL CLINIC & LABORATORY,DEKAR INVESTMENTS LTD,DR KASORO ANDREW,NATEETE,NANFUKA ZONE,RUBAGA,KAMPALA,,,,
DEMA CARE CLINIC,MUGALU ALEX WAMALA,DR MUGALU ALEX WAMALA,KABALAGALA,,MAKINDYE,KAMPALA,,,,
DEMAS URO-CLINIC,MARCEL KISAALU,DR MARCEL KISAALU,NAKAWA,,NAKAWA,KAMPALA,,,,
DEMBE MEDICAL CENTRE,KABALI HEDWARDS,DR BALYEGYUSA STEPHEN WILSON,"13,SEBEI AVENUE",NABOA RD.,INDUSTRIAL,MBALE,,,,
DEMBE MEDICAL CENTRE,KAWOOYA SULAIMAN,DR KAWOOYA SULAIMAN,KIYINDI,,NAJJA,BUIKWE,,,,
DEMBE MEDICAL CENTRE,KYAKONYE EDIRISA,DR OCHAR THOMAS,"526, BLOCK 16, NDEEBA",,LUBAGA,KAMPALA,,,,
DEMBE MEDICAL CENTRE,SEKIWALA ACHILLES,DR KABUGO BLASIO,KASUBI,KASUBI,RUBAGA,KAMPALA,,,,
DEMBE MEDICAL CENTRE-BUSEGA,GALIWANGO JOSEPH,DR NALWOGA LILLIAN,,,,,MATEETE TRADING CENTRE,MATEETE,,SEMBABULE
DEN CLINIC,RUBAHIKA DENIS KINUNGU,DR KINUNGU DENIS RUBAHIKA,TORORO,,TORORO MUNICIPALITY,TORORO,,,,
DEN I MEDICAL CLINIC,KATULUBA BENEDICT,DR WASSWA WANGI ESAU,,,,,NAMASUBA,MAKINDYE,MAKINDYE,WAKISO
DENTAL PRINCE,KAMULEGEYA ADRIANE,DR. KAMULEGEYA ADRIANE,"38,KIBAMBIRO",,RUBAGA,KAMPALA,,,,
DENTAL SOLUTIONS,KYAGULANYI PATRICK,DR KYAGULANYI PATRICK,NAKULABYE,,RUBAGA,KAMPALA,,,,
DESIRE HEALTH CENTRE,NAJJUMA REGINAH,DR KARAMAGI INNOCENT MAGEZI,KAWAALA,,RUBAGA,KAMPALA,,,,
DESIRE MEDICAL CENTRE,KATEBERA RICHARD BALTON,DR MUGAYA JULIUS,"4,PILKINGTON ROAD",,CENTRAL,KAMPALA,,,,
DESIRE MEDICAL CENTRE,MUKIZA HARRISON,DR MFITIMANA LEO,,,KAMPALA CENTRAL,KAMPALA,,,,
DESIRE MEDICAL CLINIC,ARIMPA EMMANUEL,DR BYAMUKAMA AGABA VENANSIO,,,RUBAGA,KAMPALA,,,,
DESTINY CARE CLINIC,MBALU HARIMA,DR KUULE JULIUS KABBALI,NAMUNGOONA,,RUBAGA,KAMPALA,,,,
DESTINY MEDICAL CENTRE,DR OKANYA DAVID,DR OKANYA DAVID,INDUSTRIAL DIVISION,,MBALE MUNICIPALITY,MBALE,,,,
DEVINE CARE CLINIC,DEVINE CARE MINSTRIES,DR KITENDE JOHN MARK,MPERERWE,KIKUBO ZONE,KAWEMPE,KAMPALA,,,,
DEVINE MEDICAL CLINIC,KIGONGO DEBORAH,DR OKUMU SAMSON,MASAKA RD,BUSEGA,RUBAGA,KAMPALA,,,,
DEVINE MERCY HOSPITAL-(FATHER BASH FOUNDATION),FATHER BASH FOUNDATION,DR MUGYENYI GODFREY RWAMBUKA,HILLARY ROAD,,CENTRAL,TORORO,,,,
DEVINE MERCY MEDICAL CLINIC,NAMUSOKE MAUREEN,DR MUGALU ALEX WAMALA,,,,,SANJE,KAKUUTO,,RAKAI
DEZZIRANTA MEDICAL CENTRE,NAKITYA AISHA AND BABU FAUZ RAZA,DR KIRYOWA HARUNA MUHMOOD,BANDA TOWN,,NAKAWA,KAMPALA,,,,
DFF MEDICAL CENTRE,LUBOYERA STEVEN,DR JABO CHRISTIAN ROY THOMAS,"2-4,KITUNZI RD",,KAMUKUZI,MBARARA,,,,
DHIKUSOOKA CLINIC,IRIMA SARAH,DR EPIDU CALVIN,BUWAMA,,BUWAMA,MPIGI,,,,
DHIKUSOOKA HEALTH CLINIC,MUTESI SUSAN DHIKUSOOKA,DR BUA JOHN,"575/576,BLOCK 203,NAKULABY",,RUBAGA,KAMPALA,,,,
DIAGO MEDICARE CENTRE,KALYANGO MUSISI EXPEDITO,DR MUGAMBE PAUL,BUSEGA,,RUBAGA,KAMPALA,,,,
DIAMONDS MEDICAL CENTER,KIGANGALI ERIC,DR KOOJO HERNS HENRY,,,MKINDYE,KAMPALA,,,,
DIANA CLINIC,ODONGO ISAAC MILTON,DR ODONGO ISAAC MILTON,KIBULI,,MAKINDYE,KAMPALA,,,,
DIANA MEDICAL CENTER,DIANA MEDICAL CENTER,DR KADUYU PAUL,KABALAGALA,,MAKINDYE,KAMPALA,,,,
DICK MEDICAL CENTRE,SENOGA DICKSON,DR KAGGWA SENJOVU,NAALYA,,KIIRA TOWN COUNCIL,WAKISO,,,,
DIDI'S FOUNDATION CLINIC,BOLO ALEX,DR BOLO ALEX,,,,,TEE GOT,LAKWANA,,GULU
DIELLA MEDICAL CENTRE,NAKAYENGA ROSEMARY,DR NAKABUYE BETTY,KEVINA NSAMBYA,,MAKINDYE,KAMPALA,,,,
DIISI MEDICAL CENTRE,MUGASIRA CRANIMER,DR AGABA ELLY,,LUBYA ZONE,RUBAGA,KAMPALA,,,,
DINO DENTAL,DINO DENTAL GROUP,DR IGA HENRY SEBYALA,OKUDI RD,,TOWN COUNCIL,MOYO,,,,
DISCOVERY MEDICAL CENTRE,LULU FRANCIS,DR LULU FRANCIS,,,,,KYADONDO,KYADONDO,,WAKISO
DIVA HEALTH SERVICES,DIVA HEALTH SERVICES,DR GINGO STEPHEN,,,,,BWIZIBWERA,RWANYAMAHEMBE,KASHARI,MBARARA
DIVINE CARE CLINIC,DIVINE CARE MINISTRIES,DR MUDOOBA DAVID MOSES,"17, BEN KIWANUKA",,CENTRAL,KAMPALA,,,,
DIVINE CARE CLINIC,OTHIENO LOY,DR KAZOOBA PATRICK,"20, ILLA ROAD, ADJUMANI",ADJUMANI,,ADJUMANI,,,,
DIVINE CARE CLINIC,SOZI PHOEBE,DR MUDOOBA DAVID,YESU AMALA STAGE,,NANSANA,WAKISO,,,,
DIVINE CLINIC,BABIRYE PROSSY,DR KYOHANGIRWE LETICIA,,,,,KABUUTA,KAKUUTO,KAKUUTO,RAKAI
"DIVINE CLINIC, KAMMENGO",NNAKATE JUSTINE,DR NNAKATE JUSTINE,,,,,LWEZA,MAKINDYE-SABAGABO,KYADONDO,KAMPALA
DIVINE DENTAL CLINIC,KICONCO DOREEN,DR KESANDE TEOPISTA,,,,,MAYANJA,KAKUUTO,,RAKAI
DIVINE FAMILY CLINIC,NAMUDDU EVELYN,DR TUMUSIIME GERALD,BUSIZA,,MAKINDYE,KAMPALA,,,,
DIVINE FAVOUR CLINIC,ADONGO PETUA,KWARISIIMA LEVI,,,,,KAMMENGO,KAMMENGO,MAWOKOTA,MPIGI
DIVINE GRACE MED-CARE,LUTTA RICHARD,DR BALIKUDDEMBE ROBERT,NTINDA KIWATULE ROAD,,NAKAWA,KAMPALA,,,,
DIVINE GRACE MEDICAL CENTRE,INEBULWA ASUPASA DIFASI SHADRACK,DR INEBULWA ASUPASA DIFASI SHADRACK,,,,,YESU AMALA,NANSANA,KYADONDO NORTH,WAKISO
DIVINE HEALTH CARE CLINIC,SSEMAKULA EMMY,DR BOGERE DANIEL,KISUGU CENTRAL,,MAKINDYE,KAMPALA,,,,
DIVINE HOPE NURSING HOME,MAGEZI JACKSON,DR NKWENGE ASTONE,,,,,KYALIWAGYALA,KIRA,KYADONDO,WAKISO
DIVINE MEDICAL CENTRE,BITAMAZIRE DENIS/ DEO CHARLES,DR BITAMAZIRE DENIS,,,,,BWEYOGERERE,BWEYOGERERE,KIRA,WAKISO
DIVINE MEDICAL CENTRE,SUUNA MARTIN,DR TAMALE WILLIAM STONIA,MAKINDYE,,MAKINDYE,KAMPALA,,,,
DIVINE MERCY CLINIC,BAIRA J. RICHARD,DR MUGANZI ALEX,,,,,KYAITAMBA T/C,HAKIBALE,BURAHYA,KABAROLE
DIVINE MERCY CLINIC,LUBUULWA EDWARD,DR LUBUULWA EDWARD G.E.S,"11,MAIN STREET",,KAHOORA,HOIMA,,,,
DIVINE MERCY CLINIC,YEFTA MARTIN,DR YEFTA MARTIN,MUTUNGO,,NAKAWA,KAMPALA,,,,
DIVINE MERCY HEALTH AND LAB SERVICES,ANICETA DRAMADRI ABIO,DR AMBAYO RICHARD,,,,,NALUVULE,WAKISO,,WAKISO
DIVINE MERCY HEALTH CARE,DOROTHY KASULE,DR BITIMWINE HARRIET,,,,,BULAGA,BUSIRO,BUSIRO,WAKISO
DIVINE MERCY HOSPITAL,TADEO GROUP OF COMPANIES,DR OKUMU DAVID CYRUS,BISOZI PARISH,,NKOMA,KAMWENGE,,,,
DIVINE MERCY MEDICAL CENTER,NYABIGAMBO AGNES & SSEMAKULA EUGENE,DR NDOLERIIRE CHRISTOPHER,MANIBE,,ARUA,ARUA,,,,
DIVINE MERCY MEDICAL CENTRE,MURUNGI NICHOLAS & NAHIRE DINNAH,DR MACKYO OKUKU FRED,,,,,MASAJJA B,MAKINDYE,MAKINDYE,WAKISO
DIVINE MERCY MEDICAL CLINIC,DR AGABA BRIAN,DR TUHAIRWE ELIAB,"42, BUSIA ROAD",WESTERN,,TORORO,,,,
DIVINE VALLEY CLINIC,BOGERE DANIEL,DR BOGERE DANIEL,,,,,KATOOKE,NABWERU,,WAKISO
DMA CLINIC AND DIAGNOSTICS,ABDALLAH AMIR AND MUHINDO ROSE,DR MUHINDO ROSE,NYANAMA,,RUBAGA,KAMPALA,,,,
DOCTOR HOUSE,NANAK PANDYA,DR NANAK PANDYA,RWASHAMAIRE,,NYABIHOKO,NTUNGAMO,,,,
DOCTOR MUBANGIZI CLINIC,MUBANGIZI VICENT,DR MUBANGIZI VICENT,"LUWAFU ROAD, BUKEJE ZONE",,MAKINDYE,KAMPALA,,,,
DOCTORS AMBULATORY CARE CLINIC,MAGEZI MOSES,DR MAGEZI MOSES,"49,FORTPORTAL ROAD",,KAMUKUZI,MBARARA,,,,
DOCTORS CLINIC,APILI ANNET,DR MULWANI ERISA MEYWA,10 BOMBO RD,,CENTRAL,KAMPALA,,,,
DOCTOR'S CLINIC,AYEWI DANIEL,DR MULOWOOZA MICHEAL,KAMWENGE,,KAMWENGE TOWN COUNCIL,KAMWENGE,,,,
DOCTOR'S CLINIC,BABUTUNGA CHARLES,DR OKULLO ROBERT,MAWANGA-MUNYONYO,,MAKINDYE,KAMPALA,,,,
DOCTOR'S CLINIC,BYARUHANGA DAN,DR WALAKIRA MISANGO YUSUF,HAJI KASULE RD KYANJA,,NAKAWA,KAMPALA,,,,
DOCTOR'S CLINIC,BYARUHANGA DAN,DR WALAKIRA Y M,PORT BELL ROAD,,NAKAWA,KAMPALA,,,,
DOCTOR'S CLINIC,KISEMBO GODFREY,DR NTEGE EDWARD,BUKOTO,,NAKAWA,KAMPALA,,,,
DOCTOR'S CLINIC,KIYIMBA FRED,DR KIYIMBA FRED,,,,,KISUGU,MAKINDYE,MAKINDYE,KAMPALA
DOCTOR'S CLINIC,KYAKULAGA KAYEMBA MOSES,DR KYAKULAGA KAYEMBA MOSES,,NAGURU-KATALI,NAKAWA,KAMPALA,,,,
DOCTOR'S CLINIC,KYAKULAGA KAYEMBA MOSES,DR KYAKULAGA KAYEMBA MOSES,APAC TOWN,,TOWN COUNCIL,APAC,,,,
DOCTOR'S CLINIC,KYAKULAGA KAYEMBA MOSES,DR KYAKULAGA KAYEMBA MOSES,"14C, MAIN STREET,HOIMA",KAHOORA,KAHOORA,HOIMA,,,,
