UGANDA MEDICAL AND DENTAL PRACTITIONERS COUNCIL,,,,,,,,,,,,,,,,,,,,,,
OPERATING LICENCE REGISTER AS OF 31/12/2016,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Reg No.,Name,Owner ,Supervisor ,Plot,Ward,Division,District,Village,Sub County,County,District,Category Of Health Unit ,Health Unit Status,Number of Beds,Laboratory Services,X-ray Services,Radiotherapy Services,Ambulance Services,Other Services,Receipt No.,Serial No.,OL 2016
HUS0114,SPECIALIZED SURGICAL CENTRE,NAKINTU NURU,DR NAKINTU NURU,"992,LUKULI",NANGANDA,MAKINDYE,KAMPALA,,,,,Maternity,Out Patient and In Patient ,8,Yes,Yes,No,Yes,"FP,IMMUNIZATION",90265,307,01/03/16
HUS0115,SPECTRUM MEDICAL SERVICES,BHOKA GEORGE,DR BHOKA GEORGE,"2602,KANAKULYA RD",KYALIWAJJALA,KIRA TC,WAKISO,,,,,Medical and Dental ,Out Patient and In Patient ,2,Yes,Yes,No,No,"MATERNITY,FP,IMMUN,SUR",25430,1413,23/05/16
HUS0119,SSANJE HEALTH CENTRE,UCMB,DHO MASAKA,,,,,SSANJE,KASASA,KAKUUTO,RAKAI,Medical and Dental ,7,7,Yes,No,No,No,,24851,1073,15/04/16
HUS0123,SSEREMBA MEDICAL CENTRE,SSEREMBA JOSEPH MARY,DR SSEREMBA JOSEPH MARY,"1150,SENYONGA ROAD",,MAKINDYE,KAMPALA,,,,,Medical and Dental ,Out Patient ,,Yes,No,No,No,"FP,IMMUNIZATION",19817,418,18/03/16
HUS0128,ST. ADOLF BUTIITI,UCMB,DHO,,,,,BUTIITI,MWENGE,MWENGE,KYENJOJO,Medical,Out Patient and In Patient ,14,Yes,No,No,No,"ANC,EPI,AIDS CLINIC",24410,786,11/04/16
HUN0191,ST. ANDREW'S NYARUSHANJE HEALTH CENTRE III,UCMB,DHO,,,,,NYARUSHANJE,NYARUSHANJE,RUBABO,RUKUNGIRI,Medical,Out Patient and In Patient ,12,Yes,No,No,No,,19859,408,20/03/16
HUS0158,ST. ANTHONY NGORA HEALTH CENTRE II,UCMB,DHO,,,,,KOBUIN,NGORA,NGORA,KUMI,Medical,Out Patient ,25,Yes,No,No,No,,22227,1640,27/06/16
HUS0156,ST. ANTHONY'S CLINIC KALUNGU,MALE-KAWUMA MOSES,DR MALE-KAWUMA MOSES,,,,,KALUNGU,KALUNGU,KALUNGU,KALUNGU,Medical,Out Patient ,,Yes,No,No,No,,18844,103,02/02/16
HUS0591,ST. ANTHONY'S MEDICAL CENTRE,KIWANUKA ANTHONY,DR KATO PETER MATOVU,KASANGATI,,NANGABO,WAKISO,,,,,Medical,Out Patient ,7,Yes,No,No,No,IMMUNIZATION,21107,495,22/03/16
HUS0160,ST. APOLLO HEALTH CENTRE,UPMB,DHO WAKISO,"45,UPPER KIKAJO RD",NAMASUBA,MAKINDYE,KAMPALA,,,,,Medical,Out Patient and In Patient ,14,Yes,Yes,No,No,"FP,IMMUNIZATION",223334,1701,04/07/16
HUS0163,ST. AUSTIN'S HEALTH CENTRE II,UCMB,DHO,CHURCH RD,BOOMA,WANALE,MBALE,,,,,Medical,Out Patient ,,Yes,No,No,No,"IMMUN,ART,HIV COUNSELL",24573,716,26/04/16
HUS0166,ST. BALIKUDDEMBE HEALTH CENTRE III,UCMB,DHO,,,,,RANCH NO.1,NTWETWE,SSINGO,KYANKWANZI,Medical,Out Patient and In Patient ,15,Yes,No,No,No,,25365,1323,21/06/16
HUS0172,ST. BENEDICT HEALTH CENTRE II,UCMB,DHO,,,,,WANYANGE,MAFUBIRA,BUTEMBE,JINJA,Medical,Out Patient and In Patient ,6,Yes,Yes,No,Yes,MATERNITY,24575,781,26/04/16
HUS0175,ST. BERNARD'S HEALTH CENTRE III,UCMB,DHO,,,,,MANNYA,KIFAMBA,KAKUUTO,RAKAI,Maternity,Out Patient and In Patient ,29,Yes,Yes,No,Yes,,24857,1079,15/04/16
HUS0193,ST. CHARLES LWANGA LWANGIRI HEALTH CENTRE II,KIYINDA-MITYANA DIOCESE,DHO,,,,,LWANGIRI,KALWANA,SSINGO,MUBENDE,Medical,Out Patient and In Patient ,4,Yes,No,No,No,"IMMUNIZATION,NURSING",25366,1324,21/06/16
HUS0199,ST. CLARE ORUNGO HEALTH CENTRE,UCMB,DHO,,,,,OCOCIA,ORUNGO,AMURIA,AMURIA,Medical,Out Patient and In Patient ,85,Yes,Yes,No,Yes,PALLIATIV CARE,22223,1637,27/06/16
HUS0635,ST. CYPRIAN HEALTH CENTRE IV,DIOCESE OF KASAANA LUWEERO,DR LYNCH MARY,,,,,NGOMA,NGOMA,,NAKASEKE,Medical and Dental ,Out Patient and In Patient ,20,Yes,Yes,No,No,FP,19218,226,22/02/16
HUS0206,ST. DENIS NSONGA HEALTH CENTRE II,UCMB,DHO,KIRUGUZA,MATALE,KIBAALE,KIBAALE,,,,,Medical,Out Patient and In Patient ,8,Yes,No,No,No,MATERNITY,24786,1059,15/04/16
HUS0212,ST. EDWARD'S CLINIC RWEBIKOONA,BWOGI SSENDIKADDIWA EMMY,DR BWOGI SSENDIKADDIWA EMMY,,,,,RWEBIKONA,KAMUKUZI,,MBARARA,Medical,Out Patient ,,Yes,No,No,No,,19960,248,24/02/16
HUS0217,ST. ELISABETH OF THURINGEN KIBANGA,REV FR. DEUSDEDIT MB KIRUNDA,DHO,,,,,KIBANGA,KAMENGO,MAWOKOTA,MPIGI,Maternity,Out Patient and In Patient ,8,Yes,No,No,No,,19239,229,22/02/16
HUM0032,ST. ELIZABETH MAGALE HEALTH CENTRE IV,UPMB,DHO,,,,,BUWESA,MAGALE,BUBULO,MANAFWA,Medical,Out Patient and In Patient ,83,Yes,Yes,No,Yes,"THEATRE, VCT",24976,713,26/04/16
HUS0541,ST. ELIZABETH MEDICAL CENTRE,TIBENDA BULEMU KISE-SETE,DR TIBENDA BULEMU KISE-SETE,KASESE,,NYAMWANBA,KASESE,,,,,Medical,Out Patient and In Patient ,6,Yes,Yes,No,No,,21740,636,22/03/16
HUS0274,ST. FRANCIS ACUMET DISPENSARY,UCMB,DHO,,,,,ACUMET,,KAPELEBYONG,AMURIA,,In Patient ,12,Yes,No,No,No,,22206,1622,27/06/16
HUS0645,ST. FRANCIS BUDINI HEALTH CENTRE III,UCMB,DHO,,,,,BUDINI,KALIRO T/C,BULAMOGI,KALIRO,Maternity,Out Patient and In Patient ,55,Yes,No,No,Yes,OUTREACH SERVICES,24577,720,26/04/16
HUS0229,ST. FRANCIS COMMUNITY HEALTH CENTRE,HOPE SHARING FAMILY (HOSFA) LTD.,DHO,,,,,"DDANYA ROAD, MITYANA",MITYANA TOWN COUNCIL,,MITYANA,Medical and Dental ,Out Patient and In Patient ,37,Yes,Yes,No,No,"HIV COUNSEL, MAT",21859,683,01/04/16
HUS0230,ST. FRANCIS HEALTH CARE SERVICES,UCMB,DHO BUIKWE,MBIKO,,NJERU,BUIKWE,,,,,Medical,Out Patient and In Patient ,32,Yes,No,No,Yes,HIV/AIDS SERVICES,24879,1101,15/04/16
HUS0234,"ST. FRANCIS HOSPITAL,BULUBA",UCMB,DR NABANGI CHARLES,,,,,BULUBA,BAITAMBOGWE,BUNYA,MAYUGE,Medical and Dental ,Out Patient and In Patient ,120,Yes,Yes,Yes,Yes,ORTHOPEADIC WORKSHOP,21288,538,25/03/16
HUS0236,"ST. FRANCIS HOSPITAL,NYENGA",UCMB,DR ZZIWA JOACHIM,,,,,NYENGA,NYENGA,BUIKWE NORTH,MUKONO,Medical and Dental ,Out Patient and In Patient ,100,Yes,Yes,No,Yes,"ANC,IMMUNIZATION,ART",24560,704,26/04/16
HUS0485,ST. FRANCIS MEDICAL CENTRE,"KWIKIRIZA MARY GORETTI,BINAISA DEUS",DR TUMUSIIME GERALD,,,,,KASAMBYA TRADING CENTR,NKURUMAH,,MUBENDE,Medical,Out Patient and In Patient ,4,Yes,No,No,No,,19699,367,10/03/16
HUS0238,ST. FRANCIS NAMENGO BUDAKA,UCMB,DHO,,,,,NAMENGO,BUDAKA,BUDAKA,BUDAKA,Medical,Out Patient and In Patient ,25,Yes,No,No,No,,24571,714,26/04/16
HUS0241,ST. FRANCIS OCODRI HEALTH CENTRE III,UCMB,DHO,,,,,AYAA,BILEAFE,TEREGO,TEREGO,Medical,Out Patient and In Patient ,24,Yes,No,No,Yes,"EPI,ANC,HIV COUNSELLIN",24596,769,11/04/16
HUS0242,ST. FRANCIS OF ASSISI-NADANGIRA H/C,UCMB,DHO,,,,,NADANGIRA,BUSIRO NORTH,KAKIRI,WAKISO,Medical and Dental ,Out Patient and In Patient ,7,Yes,No,No,No,,24865,1087,15/04/16
HUS0257,ST. JACINTA HEALTH CENTRE III,DAUGHTER'S OF OUR LADY OF FATIMA,DHO,NYARUSHANJE,,NYARUSHANJE,RUKUNGIRI,,,,,Medical,Out Patient and In Patient ,16,Yes,No,No,No,,18704,67,25/01/16
HUS0259,ST. JAMES CLINIC NYAMUKANA,NYEHANGANE WILLIAM,DR NYEHANGANE WILLIAM,,,,,NYAMUKANA,ITOJO,RUHAAMA,NTUNGAMO,Medical,Out Patient and In Patient ,7,Yes,No,No,Yes,"FP,ANC,COUNSELLING",19395,319,10/03/16
HUS0262,ST. JAMES MEDICAL CENTRE,WANGADYA MOSES,DR MUGABI DAVID,,,,,KATOOKE,NABWERU,BUSIRO,WAKISO,Medical,Out Patient ,,Yes,Yes,No,No,,18318,187,12/02/16
HUS0516,ST. JEROME COVE KAPEEKA HEALTH CENTRE,KASANA LUWEERO DIOCESE,DHO,,,,,KAPEEKA,KAPEEKA,,NAKASEKE,Medical,Out Patient and In Patient ,16,Yes,No,No,No,"ANC,IMMUNIZATION",25183,837,11/04/16
HUS0273,ST. JOHN MEDICAL CLINIC,RUKA ATWOOKI B.K. & JOHN BAGUMA,DR NANSIRI SANYU DRUCILLA,,,,,"BAKULI, MARKET ZONE",RUBAGA,MENGO,KAMPALA,Medical,Out Patient ,,No,No,No,No,,344,,13/01/16
HUS0277,ST. JOHN'S COMMUNITY HEALTH CENTRE III,ANKOLE DIOCESE,DHO,,,,,KATOJO,BIHARWE,KASHARI,MBARARA,Medical,Out Patient and In Patient ,7,Yes,No,No,No,,20285,1720,10/07/16
HUS0296,ST. JOSEPH'S CLINIC,BANANGAKI JOSEPHINE,DR KIYUBA MARY,"JUNJU RD, WANDEGEYA",WANDEGEYA,KAWEMPE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,FP,21939,698,01/04/16
HUS0554,ST. JOSEPH'S CLINIC ADJUMANI,IDORU JOSEPH ATIA,DR IDORU JOSEPH ATIA,CENTRAL I,,ADJUMANI TOWN COUNCIL,ADJUMANI,,,,,Medical,Out Patient ,8,Yes,No,No,No,"FP,IMMUNIZATION",21275,530,22/03/16
HUS0298,ST. JOSEPH'S GENERAL CLINIC,KAVUMA KERAN,DR KAVUMA RONALD,KIBUYE II,,MAKINDYE,KAMPALA,,,,,Medical and Dental ,Out Patient ,,Yes,No,No,No,IMMUNIZATION,18363,198,12/02/16
HUS0657,ST. JOSEPH'S HOSPITAL MARACHA,UCMB,DHO,,,,,PABURA,NYADRI,MARACHA,MARACHA,Hospital ,Out Patient and In Patient ,200,Yes,Yes,Yes,Yes,"PH, FLUID PRODUCTION",24976,705,26/04/16
HUS0302,ST. JOSEPH'S MADUDU HEALTH CENTRE III,UCMB,DHO,,,,,MADUDU,MADUDU,BUWEKULA,MUBENDE,Medical,Out Patient and In Patient ,25,Yes,No,No,Yes,,25367,1325,21/06/16
HUS0661,ST. JOSEPH'S NSWANJERE HEALTH CENTRE III,UCMB,DHO,,,,,NSWANJERE,MUDUUMA,MAWOKOTA,MPIGI,Maternity,Out Patient and In Patient ,14,Yes,No,No,Yes,,24873,1095,15/04/16
HUY0008,ST. JOSEPH'S YEYRA HEALTH CENTRE III,UCMB,DHO,,,,,YERYA,KIBIITO,KABAROLE,KABAROLE,Medical,Out Patient and In Patient ,33,Yes,No,No,Yes,"ANC,EPI,AIDS CLINIC",24408,784,11/04/16
HUK0330,ST. JUDE TADEO HEALTH CENTRE II,UCMB,DHO,,,,,KIGOROBYA,KITANA,BUGAHYA,HOIMA,Medical,Out Patient and In Patient ,8,Yes,No,No,No,,24767,1052,15/04/16
HUS0323,ST. KEVIN TOROMA HEALTH CENTRE,UCMB,DHO,,,,,TOROMA,OMODOI,TOROMA,KATAKWI,Medical,Out Patient and In Patient ,18,Yes,No,No,No,,22225,1638,27/06/16
HUS0328,ST. KIZITO HEALTH CENTRE,KAMPALA ARCHIDIOCESE,DHO,,,,,"47/42,KIJABIJJO",KIJABIJO,,WAKISO,Medical,Out Patient and In Patient ,17,Yes,No,No,No,,24863,1085,15/04/16
HUS0329,ST. KIZITO MATANY HOSPITAL,UCMB,DHO,,,,,LUKOWAS,MATANY,BOKORA,MOROTO,Hospital ,Out Patient and In Patient ,250,Yes,Yes,Yes,Yes,,24876,703,26/04/16
HUS0650,ST. LUKE IRUHUURA HEALTH CENTRE III,UCMB,DHO,,,,,IRUHUURA ZONE,RUTEETE,BURAHYA,KABAROLE,Medical and Dental ,Out Patient and In Patient ,35,Yes,No,No,No,,20280,1718,10/07/16
HUS0348,ST. LUKE KATIYI HEALTH CENTRE III,UPMB,DHO,,,,,ARUA,ULEPPI,,ARUA,Medical,Out Patient and In Patient ,10,Yes,No,No,No,FP,19626,344,03/03/16
HUS0347,ST. LUKE NAMALIGA HEALTH CENTRE IV,UCMB,DHO,,,,,NAMALIGA,BOMBO T/C,KATIKAMU SOUTH,LUWEERO,Medical and Dental ,Out Patient and In Patient ,68,Yes,No,No,Yes,"EYE CLINIC,MINOR SURG",25177,831,11/04/16
HUS0360,ST. LUKE'S HEALTH CENTRE III KIYINDA,KIYINDA MITYANA DIOCESE,DHO MITYANA,,,,,MITYANA T/C,TOWN COUNCIL,MITYANA,MITYANA,Medical,Out Patient and In Patient ,33,Yes,No,No,Yes,,25363,1322,21/06/16
HUS0656,ST. MAGDALENE'S HEALTH CENTRE II,CANOSSIAN DAUGHTERS OF CHARITY,DHO WAKISO,,,,,LWEZA,MAKINDYE,KYADONDO,WAKISO,Medical,Out Patient and In Patient ,18,Yes,No,No,Yes,,19826,373,20/03/16
HUS0376,ST. MARTIN MABIRA HEALTH CENTRE III,UCMB,DHO KYENJOJO,,,,,MABIRA,,NYAKWANZI,KYENJOJO,Medical and Dental ,Out Patient and In Patient ,36,Yes,Yes,No,No,"ANC,EPI,MAT,AIDS CLINI",24411,787,11/04/16
HUS0653,ST. MARY'S KYEIBUZA HEALTH CENTRE III,UCMB,DHO,,,,,KYEBUZA,KIKATSI,NYABUSHOZI,KIRUHURA,Medical,Out Patient and In Patient ,15,Yes,No,No,No,"MATERNITY,ANC",24420,797,11/04/16
HUS0398,ST. MARY'S LIFE CARE MEDICAL CENTRE,SMARLC DEVELOPMENT FOUNDATION (CBO),DHO KIBAALE,RUSOLERA T/C,,KAKINDO,KIBALE,,,,,Dental ,Out Patient and In Patient ,20,Yes,No,No,Yes,"FP,ANC,VCT,H/EDUC",22269,1669,27/06/16
HUS0407,ST. MATIA MULUMBA BUSWALE H/C III,UCMB,DHO,,,,,BUSWALE,BUSWALE,BUKOOLI,NAMAYINGO,Medical,Out Patient and In Patient ,15,Yes,No,No,Yes,MATERNITY,24576,719,26/04/16
HUS0658,ST. MATIA MULUMBA HEALTH CENTRE,REGISTERED TRUSTEES OF DIOCESE OF JINJA,DHO KAMULI,,,,,IRUNDU,IRUNDU,BUDIOPE EAST,BUYENDE,Medical,Out Patient and In Patient ,23,Yes,No,No,Yes,,24578,721,26/04/16
HUS0408,ST. MATIA MULUMBA KIGANDA HEALTH CENTRE III,UCMB,DHC,,,,,KIGANDA,KIGANDA,KASSANDA,MUBENDE,Medical,Out Patient and In Patient ,16,Yes,No,No,No,"ANC,DELIVERIES,EPI,VCT",25362,1321,21/06/16
HUS0409,ST. MAURITZ HEALTH CENTRE II,GULU ARCHDIOCESE,DHO,,,,,IRIAGA,LAROO,GULU,GULU,Medical,Out Patient ,,Yes,No,No,No,IMMUNIZATION,24441,820,11/04/16
HUS0410,ST. MICHAEL HEALTH CARE FOUNDATION,UCMB,DHO,,,,,WERA,WERA,AMURIA,AMURIA,Medical,Out Patient and In Patient ,24,Yes,No,No,Yes,,22210,1625,27/06/16
HUS0433,ST. PAUL HEALTH CENTRE,BITIRA DAVID,DR BITIRA DAVID,MAIN STREET,,TOWN COUNCIL,IGANGA,,,,,Medical and Dental ,Out Patient ,,Yes,Yes,No,No,,18201,21,08/01/16
HUS0448,ST. PETER'S CLINIC,ISAGARA PETER,DR ISAGARA PETER,"2, KIBOGA STREET",,TOWN COUNCIL,KIBOGA,,,,,Medical,Out Patient and In Patient ,28,Yes,Yes,No,No,,18881,107,03/02/16
HUS0445,ST. PETER'S MEDICARE CENTRE,MUBANDA-MPIIMA GEORGE WILSON,DR MUBANDA-MPIIMA GEORGE WILSON,"BWEYOGERERE, BUKASA",,KIRA,WAKISO,,,,,Medical,Out Patient ,,Yes,No,No,No,,18347,196,22/02/16
HUS0466,ST. THEREZA KABONGWE HEALTH CENTRE III,UCMB,DHO,,,,,KABONGWE,SEMUTO,NAKASEKE,NAKASEKE,Medical and Dental ,Out Patient and In Patient ,5,Yes,No,No,No,,25185,839,11/04/16
HUS0663,ST. THEREZA WEKOMIIRE HEALTH CENTRE III,UCMB,DHO,,,,,WEKOMIIRE,KYEGEGWA,KYAKA,KYENJOJO,Medical,Out Patient and In Patient ,33,Yes,No,No,No,"MAT,ANC,EPI,AIDS CLINI",24407,783,11/04/16
HUS0565,STAR MEDICAL CENTRE,KABUGO CHARLES,DR KABUGO CHARLES,CHURCH ROAD KABALAGALA,,MAKINDYE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,"FP,VCT",20293,1728,10/07/16
HUS0479,STELLA MARIS NTOROKO HEALTH CENTRE,FORTPORTAL DIOCESE,DHO FORTPORTAL,,,,,KANARA TOWN COUNCIL,NTOROKO,,NTOROKO,Medical,Out Patient and In Patient ,10,Yes,No,No,No,IMMUNIZATION,24413,789,11/04/16
HUS0490,SUNRISE MEDICAL CENTRE,NANSUBUGA MARY,DR KISINDE STANLEY,,,,,MUTUNDWE MIREMBE ZONE,MAKINDYE,KYEBANDO,WAKISO,Medical,Out Patient ,,Yes,No,No,No,THEATRE,25250,1417,19/05/16
HUS0499,SURGICAL CLINIC MBARARA,BITARIHO DEOGRATIUS,DR BITARIHO DEOGRATIAS,MACKAN SINGH STRT,,KAMUKUZI,MBARARA,,,,,Medical,Out Patient ,,Yes,Yes,No,No,,21468,567,22/03/16
HUS0605,SUUBI HEALTH CENTER,BUDONDO INTERCULTURAL CENTER,DR MULOWOOZA JUDE,,,,,BUDONDO B VILLAGE,BUKANGA,,LUUKA,Medical,Out Patient and In Patient ,25,Yes,No,No,No,"FP,IMMUNIZATION",18564,170,22/02/16
HUS0567,SUUBI MEDICAL CENTRE,MPOOYA SIMON AND KYAKUWA NASSIM,DR MIREMBA PENELOPE,KAYUNGA TOWN COUNCIL,,CENTRAL,KAYUNGA,,,,,Dental ,Out Patient and In Patient ,2,Yes,Yes,No,No,IMMUNIZATION,21077,486,22/03/16
HUS0485,SYS INTERNATIONAL COMPANY LIMITED,YU QIN AND SHEN DING QIANG,DR SENOGA JAMES,"2A1,CORYDON RD OPP MTN TOW",,CENTRAL,KAMPALA,,,,,Medical,Out Patient ,,No,Yes,No,No,"NURSING AGENCY,MRI",18006,1857,14/12/15
HUT0003,TAANT MEDICAL SERVICES,TWINOMUJUNI WENCESLAUS,DR RUBINGA EDISON PATRICK RWABWERA,KYEBANDO,,KAWEMPE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,,18247,38,11/01/16
HUT0157,TANIA MEDICAL CENTRE,"TUGURAGARA RAMATHAN,MBATUDDE NUSIFAH",DR KASULE UMAR UTHMAN,"PLOT 27,BUREMBA ROAD",,KAKOBA,MBARARA,,,,,Medical,Out Patient and In Patient ,5,Yes,Yes,Yes,Yes,FP,19603,377,09/03/16
HUT0009,TAPAC HEALTH CENTRE III,UCMB,DHO,,,,,TAPAC,KATEKEKILE,MATHENIKO,MOROTO,Medical,Out Patient and In Patient ,17,Yes,No,No,Yes,"FP, MATERNITY",24764,1049,15/04/16
HUT0014,TASO KANYANYA CENTRE,TASO UGANDA LTD.,DR BIRUNGI JOSEPHINE,KANYANYA,,KAWEMPE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,Yes,,25238,1379,19/05/16
HUT0024,TEBOKE HEALTH CENTRE II,UCMB,DHO,,,,,TEBOKE,CHEGERE,MARUZI,APAC,Medical,Out Patient ,2,Yes,No,No,No,,24755,1042,15/04/16
HUT0149,TENDO MEDICAL CLINIC,NALIKKA NICHOLAS MUKASA,DR KIZITO JUMA,,,,,MPIGI,MPIGI TOWN COUNCIL,,MPIGI,Medical,Out Patient ,3,Yes,No,No,No,FP,21027,450,25/03/16
HUT0148,TERESA MOBILE HEALTH KLINIK SERVICES(TEMOHEKS),OKELLO OKANYA KOKAS,DR OPOLOT JOHN,,,,,KUMI,MUKONGORO,,KUMI,Medical,Out Patient ,,Yes,No,No,Yes,PHYSIOTHERAPY,24762,1112,20/04/16
HUT0142,TESO SAFEMOTHERHOOD,TESO SAFE MOTHERHOOD,DR OUNA MARTIN ACUNU,"11,AJENA ROAD SOROTI",,WESTERN DIVISION,SOROTI,,,,,Medical,Out Patient and In Patient ,20,Yes,No,No,Yes,"IMMUNIZATION,FP,ANC",18900,111,02/02/16
HUT0033,THE ADVENTIST HOME CLINIC,WASSWA ZAKE JONATHAN SAMUEL,DR WASSWA ZAKE JONATHAN SAMUEL,,,,,MATUGGA,GOMBE,KYADONDO,WAKISO,Medical,Out Patient ,,No,No,No,No,COUNSELLING,24045,1230,19/05/16
HUD0025,THE DENTAL STUDIO,PAUL OKELLO ALIKER,DR KALANZI DUNSTAN,"14, BUKOTO STREET",KAMWOKYA,NAKAWA,KAMPALA,,,,,Dental ,Out Patient ,,No,Yes,No,No,,19713,361,18/03/16
HUT0159,THE LUKE MEDICAL CENTRE,THE LUKE SOCIETY OF UGANDA,DR LUKANDE ROBERT,,,,,LUGALA,LUBAGA,,KAMPALA,Medical,Out Patient ,,Yes,No,No,No,"FP,IMMUNIZATION",20282,1722,10/07/16
HUT0046,THE NTINDA MEDICAL CENTRE,EBYARIMPA MEDAD KARYOKO,DR EBYARIMPA MEDAD KARYOKO,"1, BUKOTO, NTINDA",,NAKAWA,KAMPALA,,,,,Medical and Dental ,Out Patient and In Patient ,2,Yes,Yes,No,No,,21364,534,22/03/16
HUT0145,THE OLIVE MEDICAL MISSION,PASTOR LULE EDWARD,DR KIKAIRE BERNARD,KIROKOLE TUULA ROAD,,KAWEMPE,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,FP,20802,1774,25/07/16
HUT0052,THE RIVERSIDE MEDICAL RESEARCH CENTRE-N,DR MUGONDI SAM GODFREY,DR MUGONDI SAM GODFREY,,,,,NASENYI,KAMONKOLI,BUDAKA,BUDAKA,Hospital ,Out Patient and In Patient ,8,Yes,No,No,No,SURGICAL THEATRE,21412,561,22/03/16
HUT0054,THE SHANTI UGANDA MEDICAL CENTRE,THE SHANTI UGANDA SOCIETY,DR ALIA GODFREY,,,,,"104,NSAASI",LUWEERO,,LUWEERO,Maternity,Out Patient and In Patient ,5,Yes,No,No,Yes,"FP,IMMUNISATION",24504,759,01/04/16
HUS0497,THE SURGEON'S PLAZA & GENERAL CLINIC,THE SURGEON'S PLAZA LIMITED,DR SAM KAGGWA,"4, STURROCK RD",,CENTRAL,KAMPALA,,,,,Medical,Out Patient and In Patient ,8,Yes,Yes,No,No,ORTHOPAEDICS,21691,1987,05/10/16
HUT0141,THOMAS FEST COMMUNITY CLINIC,AWEGYS CHRISTIAN COMPREHENSIVE S.S.S,DR OBUA DANIEL,KIGO ZIRANUMBI,,MAKINDYE,WAKISO,,,,,Medical,Out Patient ,,Yes,No,No,No,,,1745,25/07/16
HUT0161,TICK MEDICAL CENTRE,BIRUNGI ANNET,DR TAREMWA BLESSING MICHEAL,MUTUNGO,,NAKAWA,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,,21768,656,01/04/16
HUT0066,TODAY'S  DENTAL,MUBARAK FAHAD,DR TUMUSIIME MOHAMMED,"8485,BOMBO RD",,KAWEMPE,KAMPALA,,,,,Dental ,Out Patient ,,No,No,No,No,,19722,358,25/03/16
HUT0068,TOORO-KAHUNA HEALTH UNIT,TAMTECO,DHO,,,,,NSORRO,KIJURA TOWN COUNCIL,BURAHYA,KABAROLE,Maternity,In Patient ,30,Yes,No,No,Yes,,24451,728,01/04/16
HUT0077,TORORO CEMENT LTD HEALTH CLINIC,TORORO CEMENT LTD,DR OPETE ANDREW,TORORO FACTORY,,OSUKURU,TORORO,,,,,Medical,Out Patient ,,Yes,No,No,Yes,,19894,442,25/03/16
HUT0144,TOWN EYE CLINIC,BWONYA DAN,DR BWONYA DAN,"17A,PALLISA ROAD",,MORTHERN,MBALE,,,,,Medical,Out Patient ,,No,No,No,No,EYE CHECK UP,19520,329,10/03/16
HUT0092,TRINITY MEDICARE CLINIC,BYAMUGISHA ROBERT,DR BYAMUGISHA ROBERT,"15,REPUBLIC STREET",,NORTHERN,MBALE,,,,,Medical,Out Patient ,,Yes,Yes,No,No,,19279,242,24/02/16
HUT0094,TROPICAL CLINIC,KIZZA CHARLES,DHO,LUBANGA ROAD,,MUBENDE TOWN COUNCIL,MUBENDE,,,,,Medical,Out Patient ,3,Yes,No,No,No,PHYSIOTHERAPY,21161,472,22/03/16
HUT0118,TUMU HOSPITAL,TUMUSIIME JOHNSON,DHO,RUNGONGO,,KARUNGU,BUHWEJU,,,,,Hospital ,Out Patient and In Patient ,100,Yes,Yes,No,Yes,"FP,IMMUNIZATION,VCT",18285,144,12/02/16
HUT0156,TWEGASSE COMMUNITY HEALTH CENTRE III,TWEGASSE ELDERLY AND ORPHANS GROUP,DHO,KALISIZO,,KAMUGENYI KYESIGA,MASAKA,,,,,Medical,Out Patient and In Patient ,6,Yes,No,No,No,FP,19331,257,02/03/16
HUT0138,TWINOMUJUNI MEDICAL CLINIC,KASIITA EMMANUEL,DR SEKITOOLEKO JIMMY,SEMBABULE,,SEMBABULE TOWN COUNCIL,SEMBABULE,,,,,Medical,Out Patient ,,Yes,No,No,No,,23973,1764,25/07/16
HUU0004,UGANDA CLAYS HEALTH CENTRE,UGANDA CLAYS LIMITED,DR SEKIMPI KAHEERU DEOGRATIAS,,,,,KAJJANSI,SABAGABO,BUSIRO,WAKISO,Medical,Out Patient ,,Yes,No,No,No,,22520,1937,16/09/16
HUU0016,ULTIMA TRAUMA & ORTHOPAEDIC CENTRE,SHIRAZI ADBULA ABDULMAJID,DR SHIRAZI ADBULA ABDULMAJID,"13, LUMUMBA AVENUE",,CENTRAL,KAMPALA,,,,,Hospital ,Out Patient and In Patient ,5,Yes,Yes,No,No,,18356,133,22/02/16
HUU0051,UNITED MEDICARE CLINIC,EDONG PATRICK DAUGLAS,DR MUHEREZA PETER,CHURCH ROAD,KAYUNGA NORTH,KAYUNGA TOWN COUNCIL,KAYUNGA,,,,,Medical and Dental ,Out Patient ,,Yes,Yes,No,No,"IMMUNIZATION,FP",24097,1248,04/05/16
HUU0042,USUK HEALTH CENTRE,UCMB,DHO,,,,,USUK,USUK,USUK,KATAKWI,Medical,Out Patient and In Patient ,48,Yes,No,No,Yes,"ART CLINIC,MATERNITY",22220,1634,27/06/16
